f1,f2,f3
0,0,6.000158716
0.633355592,0.002010291,5.569407511
0.274060461,0.776703132,4.135938426
0.229608466,0.068407093,5.471607488
0.638708339,0.004291952,5.53067376
0.637208786,0.670874398,4.842059907
0.170272347,0.151143306,5.360063202
0.000853431,0.143913811,5.717675264
0.79048619,0.108999287,4.29283782
0.8220395,0.819389249,2.731796047
0.069325345,0.144831565,5.602834328
0.095997985,0.085955632,5.685988659
0.095913743,0.006970036,5.82166154
0.856556341,0.142774618,4.026339111
0,0.779368475,4.542785829
0.721036216,0.870831136,3.262752457
0.13108982,0.054484583,5.665489394
0.805083317,0.871715975,2.732482537
0.025042545,0.641747717,5.477510214
0.706734115,0,5.03362902
0.798293313,0.87680231,2.766153181
0.273745986,0.649473937,5.036498504
0.258866629,0.019876681,5.55321329
0.278662048,0.790103064,4.071807874
0.229978014,0.247238266,5.15440405
0.672134079,0.001141644,5.293178585
0.772065003,0.285764136,4.173296827
0.639474085,0.006302065,5.516931605
0.804841511,0.043424887,4.359536381
0.097906406,0.180064975,5.46639967
0.800158352,0.867105138,2.783741426
0.844859463,0.730773263,3.17325647
0.008687864,0.853170089,4.302483309
0.019135879,0.07658673,5.853052032
0.258645455,0.027765445,5.541512557
0.842427884,0.141260911,4.04259665
0.200585408,0.836297057,3.951457114
0.223622917,0.0799481,5.468102876
0.241525734,0.200512829,5.184882269
0.638353833,0.793267287,4.041269215
0.018000126,0.006029851,5.973633306
0.075039437,0.228789618,5.45842219
0.02985506,0.862759295,4.269913081
0.776702292,0.851500076,2.86468467
0.006138336,0.075940658,5.871537334
0.026459641,0.859331382,4.274798049
0.115281354,0.631914154,5.354659437
0.650636056,0.130860431,5.196382255
0.699476801,0.077013177,4.994918761
0.85083355,0.725420196,3.203810699
0.000323327,0.753178969,4.699852286
0.634890668,0.107522031,5.361267097
0.278859411,0.729185379,4.463112065
0.143753214,0.074995076,5.593070794
0.634627386,0.005708486,5.54831438
0.126596767,0.132126184,5.505869391
0.033261341,0.046606799,5.890298682
0.033194092,0.641761479,5.465817213
0.77249738,0.286691799,4.171881786
0.790571497,0.274635312,4.074329873
0.687966511,0,5.17520578
0.265520526,0.791457336,4.060017523
0.000468122,0.020608163,5.977750758
0.67272014,0.629425737,4.877722144
0.661882452,0.64629416,4.847047944
0.667883634,0.053360531,5.246658673
0.072880971,0.054619313,5.801323309
0.644151743,0.704731473,4.540551814
0,0.208201868,5.600088938
0.117384435,0.018191355,5.761495022
0.141854668,0.247786242,5.295824161
0.019434034,0.250786287,5.551008867
0.138276787,0.864740263,4.037622005
0,0.134656247,5.737467073
0.024694743,0.643131458,5.505948025
0.097850897,0.240744152,5.400457409
0.236078982,0.218366206,5.167549351
0.098453807,0.689171083,4.98869165
0.837795057,0.726549164,3.223304587
0.085423852,0.042249908,5.795778175
0.719251781,0.085541321,4.806710879
0.059075213,0.121619616,5.67772943
0.833142964,0,4.33462862
0.074884604,0.15730512,5.56341428
0.827000897,0.871362538,2.660500595
0.069016864,0.864853756,4.197814217
0.828844442,0.721116979,3.268782748
0.216933451,0.667659793,4.917630349
0.737192744,0.669105351,4.20163761
0.002945866,0.132003402,5.742409612
0.095422493,0.254405151,5.404384795
0.230553505,0.078788747,5.450624386
0,0.264588123,5.580166472
0.129874098,0.15634581,5.436570713
0.265973983,0.014325926,5.561295304
0.142775587,0.152060726,5.41689806
0.135415689,0.071793571,5.625194315
0.024877118,0.213226374,5.564501894
0.691714916,0.05703769,5.061352415
0.085372668,0.042978052,5.795065186
0.139626645,0.764490304,4.352318307
0.058404011,0.010490494,5.901407216
0.073782254,0.071850744,5.763978774
0.76560432,0.169238603,4.282518342
0,0.657110516,5.403482478
0.750186799,0.844761659,3.034610529
0.761704691,0.026068938,4.612644813
0.24852543,0.692155102,4.745071932
0.129840452,0,5.749852771
0.659031609,0.086749163,5.243625907
0.25629608,0.783784231,4.094156498
0.662565703,0.138625984,5.095110329
0.232429763,0.177631448,5.22472416
0.132652699,0.089101711,5.587884663
0.063426963,0.017250483,5.892680169
0.864080323,0.05461857,4.227430129
0.153542791,0.266078738,5.277940896
0.006233495,0.123612228,5.75657969
0.252408305,0.051404515,5.499705257
0.111622165,0.79653545,4.296683585
0.762425373,0.688606171,4.033185991
0.039360938,0.638007919,5.479872631
0.687511357,0.213287472,4.776654513
0.728704192,0.048416896,4.804615726
0.870872491,0.735534737,3.145470189
0,0.854793535,4.309962594
0.108859357,0.642932079,5.302220304
0.84068521,0.791684378,2.798356796
0.116540408,0.641034227,5.314851325
0.062971764,0,5.902423212
0.066022754,0.079798883,5.764109739
0.112618594,0.854153773,4.098579787
0.239274505,0.106324573,5.384105109
0.224570109,0.159434955,5.270561148
0.072638,0.754428598,4.574119752
0.250738433,0.252584678,5.148868877
0.683548575,0.136566318,4.941505724
0.728237146,0.2309741,4.453863931
0.665168539,0.213854206,4.939244483
0.837879996,0.875858422,2.645094674
0.257210603,0.792464834,4.049601703
0.178538698,0.697538982,4.747298485
0.832830242,0.010692392,4.342533563
0.169845037,0.226974281,5.244121329
0.651612356,0.252235019,5.015758692
0,0.069560938,5.88843059
0.058024407,0.053483029,5.833058641
0.64871019,0.007943258,5.452590948
0.646508105,0.666747627,4.872046181
0.204982435,0.660117031,4.985423201
0.003167392,0.739783288,4.790572878
0.704641002,0.05890133,4.96002291
0.65573955,0.654947634,4.829911872
0.198591543,0.734267349,4.442852298
0.235732545,0.235727686,5.155859389
0.219638182,0.191441534,5.212665401
0.883482332,0.698063492,3.42968902
0.201588472,0.76623788,4.223701035
0.233893694,0.200812812,5.187565736
0.8068732,0.876484648,2.731977365
0.156049251,0.002020559,5.687804884
0.208620333,0.795977604,4.060150476
0.834802794,0.849939946,2.645339701
0.62523218,0.675828991,4.880350714
0.139660534,0.704346776,4.77717467
0,0.778448506,4.546485839
0,0.694980077,5.123944064
0.663809882,0.074596005,5.27368583
0.270702406,0.153231453,5.274968687
0.256264346,0.797563421,4.027638814
0.827402307,0.205157489,3.950590511
0.133951444,0.146405728,5.452152146
0.747049189,0.144355634,4.4557423
0.235427342,0.009316457,5.567693806
0.706834803,0.063174193,4.933836307
0.658036268,0.830774127,3.775258774
0.012153372,0.05746701,5.901032772
0.847957175,0.799496333,2.782265119
0.67074165,0.085192103,5.171474523
0.757417941,0.176039481,4.320715325
0.018488626,0.691419779,5.12797066
0.102656869,0.210625827,5.40969741
0.034120343,0.638806392,5.482846427
0.666727083,0.8194559,3.714173346
0.027296748,0.265078178,5.54212505
0.228853175,0.676330889,4.844287323
0.834351235,0.02931179,4.297150946
0.809384443,0.037387832,4.352161955
0,0.000522458,5.999629944
0.722536687,0.185610993,4.54698439
0.102616861,0.171597451,5.471469769
0.852235104,0.140102698,4.034772029
0.688089096,0.213250555,4.771113913
0.140399419,0.074843096,5.601086266
0.82989681,0.789168254,2.830767367
0.000132805,0.022826038,5.973547912
0.734333155,0.701511997,3.929657309
0.661810348,0.644286699,4.887896736
0.100470543,0.23230833,5.407375099
0.876508973,0.729170894,3.187377602
0.008767286,0.043536126,5.931704996
0.118678932,0.640580079,5.321850393
0.767630154,0.139679521,4.334015175
0.75216713,0.219972882,4.294623029
0.143315757,0.855411422,4.025704347
0.203797537,0.697489066,4.709379893
0.215149319,0,5.593240202
0.757858316,0.101755942,4.534125848
0.636703831,0.034564807,5.498851364
0.86780118,0.796500134,2.76537709
0.752801977,0.817335,3.151152703
0.001126464,0.002743171,5.996983584
0.074277655,0.121932457,5.649329034
0.128993766,0.227394165,5.336773769
0.636259728,0.095518219,5.374785397
0.767270851,0.159567266,4.291242464
0.069162399,0.143868691,5.605582053
0.077359095,0.035526676,5.825889045
2.87E-05,0.635181682,5.576789077
0.662427088,0.735003484,4.188135906
0.132349329,0.188555208,5.370646149
0.749906786,0.642478655,4.229294874
0.802843015,0.628823013,4.018408688
0.236527809,0.730439997,4.433540039
0.855495446,0.693963433,3.440291551
0.081613086,0.031861869,5.821418868
0.821342425,0.300109965,3.974885344
0.634698311,0.821008976,3.918206868
0.653150732,0.087176227,5.289620026
0.77086151,0.282194003,4.177346336
0.250932906,0.032966991,5.532389289
0.085381139,0.824562565,4.233738815
0.633590232,0.00880192,5.554129425
0.874943875,0.747473051,3.054483491
0.158214873,0.746699826,4.452170013
0.00690381,0.057399784,5.90775597
0.860990659,0.123211737,4.071794716
0.689218174,0.240270128,4.753567683
0.632953304,0.035113728,5.518950778
0.002915566,0.739799066,4.788377516
0.198697821,0.736974131,4.423106107
0.16067834,0.223424783,5.27181927
0.693628755,0.690581445,4.289309733
0.096815576,0.006833298,5.819749892
0.723129775,0.002838847,4.908045666
0.030630631,0.766997849,4.572160756
0.110793353,0.656176762,5.205316451
0.658375824,0.654862823,4.823648877
0.828033808,0.248839305,3.921990127
0,0.176065433,5.669542363
0.086959894,0.152733242,5.546156173
0.733214316,0.669178045,4.162919721
0.036794492,0.119978496,5.730922187
0.854916788,0.767316757,2.940458659
0.001521175,0.69515483,5.1199934
0.638993729,0.667373023,4.85477788
0.018596567,0.135624662,5.71362106
0.80874352,0.110384528,4.222720283
0.7856217,0.690651139,3.795849019
0.680706273,0,5.229998809
0.828880313,0.17702651,4.012632792
0.76208083,0.001339509,4.642300939
0.83945018,0.240293401,3.897996357
0.126237467,0.009639999,5.747273845
0.118970057,0.201055556,5.385919968
0.008511892,0.020933909,5.967445487
0.774224409,0.01199711,4.555844113
0.019260745,0.2603412,5.552687616
0.664355408,0.754592096,4.10016303
0.026707657,0.686112903,5.195086983
0.225974571,0.232644334,5.162133569
0.859496419,0,4.30802599
0.259674004,0.009055573,5.566612076
0.212215998,0.019661408,5.572618789
0.684973456,0.753918291,3.911812723
0.642040989,0.798628192,3.951004065
0.073354878,0.741221593,4.682342285
0.847602938,0.148778576,4.021485644
0.0042695,0.749368686,4.724689698
0.648181582,0.025921828,5.445873293
0.111977019,0.855637898,4.101359602
0.254887712,0.792858223,4.044986621
0.021909759,0.014414575,5.958003668
0,0.832321435,4.366749902
0.068673229,0.212735804,5.486776356
0.27794482,0.689359765,4.760082956
0.111972955,0.856264279,4.099554589
0.206782876,0.800113497,4.046749321
0.674650535,0.780170748,3.814647125
0.025701617,0.004298769,5.96456094
0.029499687,0.263782249,5.538370772
0.229540596,0.236404281,5.158757078
0.089273866,0.748989438,4.571516901
0.257251551,0.070492232,5.460702776
0.09060221,0.248396934,5.415838927
0.045213315,0.63074736,5.515133136
0.13602071,0.065247342,5.637459642
0.233864815,0.096032334,5.41034805
0.146879761,0.85946879,4.017268806
0.638568267,0.101615686,5.351822283
0.770207339,0.736299342,3.471492403
0.025263418,0.019526103,5.946419883
0.20820223,0.664478277,4.94979424
0,0.640275868,5.528119172
0.12082395,0.832625646,4.156848326
0.648563772,0.025104409,5.474031808
0.761520919,0.699860612,3.730607952
0.131913512,0.709940993,4.753459017
0.157849522,0.709852888,4.69490055
0.120829265,0.019994357,5.747599708
0.881511758,0.108413134,4.126378106
0.259622777,0.009027818,5.566732028
0.190610192,2.78E-05,5.625068291
0.217301109,0.026684525,5.558471678
0.638050427,0.213494438,5.127849164
0.035322964,0.003294955,5.949852258
0.847569465,0.013964226,4.2987661
0.788186001,0.855434793,2.801772738
0.14830799,0.755640654,4.388726388
0.201765992,0.186499129,5.238058252
0.127452524,0.009453553,5.743861214
0,0.721964687,5.051840805
0.114451386,0.863585149,4.095359679
0.041843724,0.035331796,5.897098121
0.017830882,0.227416597,5.565322122
0.252732063,0.785441894,4.087333714
0.265196768,0.057419957,5.490240167
0.746274589,0.067501111,4.707211936
0,0.176494203,5.648058585
0.099473007,0.024178935,5.794275535
0.857190566,0.779146307,2.851079113
0.025386759,0.213982812,5.561747967
0.033427895,0.644576666,5.459047554
0.134680326,0.7043194,4.883725424
0.855813758,0.725447572,3.20179379
0.224509133,0.018713096,5.562777229
0.016195552,0.068046982,5.897640989
0.126222598,0.23559741,5.337064285
0.114674586,0.018987822,5.762516
0.878268985,0.642838922,3.827972439
0.760310008,0.728689881,3.52267022
0.166053428,0.079285707,5.53505109
0.21056591,0.757582629,4.268242784
0.662184157,0.047691788,5.301481317
0.730329917,0.075321114,4.777613088
0.239270218,0.723869617,4.480340588
0.241319289,0.112894953,5.367935405
0.661737923,0.7981156,3.871789237
0.642185518,0.646806753,4.978810782
0.87026389,0.246477562,3.886776281
0.132923772,0.642739575,5.242413832
0.006898587,0.189736237,5.631974615
5.22E-06,0.058358195,5.91379181
0.661975995,0.736746698,4.179490904
0.130947734,0.185827019,5.407333124
0.830308627,0.715771782,3.305211079
0.182241091,0.657029051,5.065774857
0.664625926,0.015372421,5.364764633
0.039276508,0.016459911,5.934154025
0.099248332,0.077361986,5.693664925
0.074300164,0.871560888,4.195286789
0.02983255,0.141106489,5.684364536
0.259747031,0.094095625,5.408685204
0.203477906,0.220969315,5.192563041
0.003005083,0.130217501,5.758266234
0.832474233,0.244843569,3.909434881
0.251940989,0.839199414,3.896968688
0.655750672,0.256719336,4.986327505
0.017771443,0.009930259,5.970087972
0.095651684,0,5.881161876
0.734664735,0.711077637,3.827392164
0.173432405,0.218234334,5.24470683
0.662784096,0.113587649,5.15024884
0.010841424,0.819352197,4.35771513
0.20309096,0.806740533,4.022807349
0.067698175,0.797197737,4.381560673
0.836688131,0.758215219,2.99362392
0.227290754,0.235300257,5.161124564
0.129651444,0.848336457,4.069801083
0.254212364,0.249597588,5.147337161
0.249396492,0,5.574259471
0.721688214,0.185750801,4.5822877
0.222765883,0.697604109,4.68900832
0.664219043,0.249639327,4.933472153
0.221722254,0.143402847,5.341635466
0.048565048,0.143485308,5.646983922
0.745004834,0.00179521,4.752443016
0.674158447,0.202044215,4.88597088
0.835428689,0.010472873,4.328381801
0.041951578,0.013176603,5.927863594
0.834388492,0.67158902,3.638402222
0.728722634,0.786757279,3.372524731
0.060937047,0.125574362,5.665884063
0.072046888,0.077973442,5.75465376
0.78413325,0.180442635,4.15735611
0.006955438,0.836860812,4.320869187
0.119393523,0.016309277,5.75764333
0.833879938,0.846432943,2.647452974
0.030446245,0.852648577,4.29430055
0.690127262,0.725386,4.053836549
0.110396481,0.158507426,5.480857112
0.129806121,0.254348894,5.329692694
0.696889268,0.25561889,4.681326725
0.140060308,0.163220373,5.39903317
0.282347778,0.75395295,4.280911123
0.001778484,0.213118936,5.592812622
0.128095614,0.154782429,5.444349935
0.123747582,0.767653736,4.381788388
0.252146781,0.213074346,5.168445334
0.206543693,0.033875243,5.564976798
0.077598277,0.793629357,4.339066604
0.8341127,0.136913927,4.064491679
0.854176305,0.694305771,3.436593167
0.088969495,0.125142849,5.608829614
0.639035304,0.666743444,4.923934409
0.00115423,0.110824758,5.805064017
0.024342005,0.144312738,5.685746587
0.093320805,0.668330455,5.158522691
0.87587702,0.21758622,3.934607808
0.64851185,0.655111866,4.899635574
0.083218852,0.740972549,4.653556324
0.026577655,0.685256435,5.222622322
0.102504241,0.855324168,4.121208347
0.170234703,0.189204634,5.286572343
0.64744921,0.212433935,5.065215037
0.214864392,0.033097623,5.550778528
0.009970001,0.720791693,4.917490068
0.730206546,0,4.859337548
0.802024047,0.689460882,3.706208209
0.774229419,0.779835781,3.118505559
0.046267947,0.110510094,5.729459887
0.67829352,0.000267695,5.248004338
0.128420292,0.859981501,4.060819109
0.231950663,0.128428758,5.333773399
0.097953003,0.24115506,5.400390583
0.175317724,0.234314911,5.229727167
0.691644869,0.044924636,5.084910365
0.230087679,0.112647025,5.385124722
0.099279535,0.731446156,4.711925693
0.836443396,0.183939256,3.965513953
0.781920557,0.001221395,4.578803467
0.788155237,0.138157457,4.256011056
0.872563682,0.160601265,3.994729445
0.126087676,0.79720799,4.259191287
0.1287275,0.640266335,5.292277868
0.823460557,0.761631752,3.032854271
0.678495109,0.678235117,4.497049426
0.203000831,0,5.606996062
0.690849154,0.867779536,3.46302759
0.727610392,0.252733844,4.451834181
0.654738408,0.082652216,5.280201049
0.242395851,0.676525751,4.837294664
0.788918784,0.001322028,4.489175372
0.75528756,0.011876919,4.671877625
0.088577205,0.139312013,5.594251058
0.79006654,0.715443804,3.545880984
0.201541469,0.871768044,3.921181689
0.140392993,0.074488076,5.601613316
0.163267487,0.038189931,5.640396063
0.003098595,0.631399235,5.572892705
0.02720393,0.741372827,4.745940582
0,0.688099157,5.176093105
0.718264588,0.043718749,4.885627618
0,0.06299157,5.903588725
0.674256594,0.126759218,5.034234695
0.126469322,0.078758268,5.636188298
0.683384789,0.68868611,4.402936541
0.826753965,0,4.351889882
0.128769089,0.633188104,5.317677735
0.065565891,0.215946923,5.513467392
0.749893665,0.116010795,4.506964459
0.092259377,0.715838778,4.802164241
0.033882707,0.098104505,5.780046386
0.204461402,0.769695298,4.201110284
0.006516198,0.636556501,5.536006029
0.129583533,0,5.749899759
0.766112131,0.284755495,4.207640553
0.764732218,0.021088101,4.622529759
0.264367497,0.729736197,4.439920644
0.738842945,0.223207682,4.48726337
0.00541378,0.859315645,4.302160402
0.026404887,0.870940236,4.280284805
0.821447402,0.849266815,2.677517845
0.013850606,0.176020699,5.633761792
0.001179571,0.157349853,5.705784519
0.017773316,0.702670249,5.045041978
0.027294637,0.184412809,5.600229819
0.06305618,0.63744338,5.438855791
0.027133065,0.069711755,5.855061384
0.231788423,0.256015024,5.152459777
0.702111414,0.294680032,4.673201646
0.241397504,0.795660228,4.036653803
0,0.761299169,4.647618159
0.828864328,0.035891996,4.29569848
0.236282014,0.24310976,5.153210458
0.160944345,0.079157613,5.546221184
0.748695753,0.004633068,4.730403123
0.743256608,0.204512521,4.373755973
0.820257421,0.093523186,4.202950982
0.053171481,0.756373969,4.628399673
