f1,f2,f3,f4,f5
1.6872532296447944e-17,7.577473969021308e-18,0.30206191518156345,0.9058189688038812,0.3015025649723323
0.9708297254367589,0.0,0.0,0.0,0.24232058266153716
3.3838879542502827e-17,4.399689355949494e-18,0.5572823442459288,0.0,0.8355555396050782
0.30390994424443846,0.9056178709345349,0.30215682611997446,0.0,0.0
0.30237097191536705,0.0,0.0,0.3026740406585308,0.9082262940804607
6.116956788800203e-17,3.1790011149145634e-18,9.19952574716834e-19,1.0004358334734529,0.0
0.971794530499448,0.0,0.2408957089563602,0.0,0.0
5.858979928037784e-17,5.887269252724471e-19,1.7857633340286076e-17,0.0,1.0003475673984625
0.3045594862678339,0.9082916922297598,0.0,0.0,0.30153724976079443
0.3023053957469508,0.30050721183592594,0.0,0.9057004217716431,0.0
0.8349329416084081,0.5561744121706077,0.0,0.0,0.0
0.24181014766549727,0.0,0.0,0.0,0.9730808258774881
1.4888622290596893e-17,0.24314965426705773,0.9728944995102663,0.0,0.0
3.662422530572071e-17,1.8412606062663598e-17,0.6694529279157673,0.33419434359140027,0.6687157754789069
5.553110980051625e-17,0.0,0.9068918457008042,0.30257966549389775,0.30231753695528435
0.24233134342323726,0.0,0.9710043517627457,2.9233217259812313e-08,0.0
0.38009249611427387,0.7578219025501004,0.0,0.38213321908428505,0.37865546493464863
5.564132222189952e-17,0.9086917511341095,0.0008501636718716869,0.30205174920503797,0.30043931683919256
5.947113973152023e-17,0.9712374175627839,0.0,0.0,0.2422644572033797
0.6688132245253625,0.6681173593802716,0.0,0.0,0.33277956610538284
0.3346618431112667,0.0,0.6671024248125196,0.6682749292834935,0.0
2.0584232809528138e-17,0.3361660329143012,0.6669175709321834,0.6669097104750276,0.0
0.3746039492929898,0.7596138772978339,0.3745061207919247,0.379243244644535,0.0
9.09558204588123e-18,1.6224004256772093e-17,0.3037557516796553,0.30294617217991826,0.9102590621870059
0.9060118436302883,0.3007066556116094,0.0,0.3018368754181293,0.0
0.37888669230296734,0.3796060622555169,0.7590115779611378,0.0,0.3785605890706809
0.6702155960598647,0.6704073642042753,0.0,0.3316296989047554,0.0
0.3029013826834423,0.0,0.3006465128742546,0.9068226918424219,7.191968666561359e-06
0.758007798505085,0.37913000782073747,0.37688822160856433,0.3774045332224006,0.00021765388905900922
0.5579736007129045,0.8336767919485477,0.0,0.0,0.0
0.9094746378780654,0.3007646257918336,0.3023045292063629,0.0,0.0
3.879996688407868e-05,0.5551352464516972,2.843269530499333e-05,0.8325824010328998,0.0
0.7594038145638845,0.0,0.37675375507999703,0.3795863516998312,0.3813237993065159
0.8351296052244274,0.0,0.0,0.0,0.5542286752374911
1.474731554662848e-17,0.24084194000908893,0.0,0.9712160449426575,0.0
4.168434130593008e-17,4.276678135258419e-17,1.7585841386032756e-18,0.9757385267574613,0.24392091933404464
0.37794833014190043,0.378590866462959,0.0,0.7586496365571178,0.37852256036270987
1.843671156648466e-17,0.3010943494780866,0.3004757873350452,0.906672841169818,0.0
0.6703648675238723,0.0,2.102005389408265e-06,0.33333406821480405,0.6690467257761864
1.408572783398795e-17,7.348598216995675e-19,4.8659303405247285e-18,0.24367228463421792,0.9731212556375625
6.124424448686821e-17,0.0,1.0001944157206608,0.0,0.0
0.37846618974472734,0.378538680495414,0.0,0.37861140244176894,0.7589222395855791
1.838918154214224e-17,0.30031812527408724,0.9058664327087773,0.30308579810970215,0.0
4.850967869114745e-08,0.3348570801017159,0.6668017395190938,0.0,0.6666146903080417
0.37862417226871303,0.0005202413902202472,0.37929587983110447,0.7586402338414728,0.3799366578876869
0.7607456352607325,0.3777263307291064,0.0,0.37580257110672727,0.3774935906690141
2.037550269441364e-17,5.637634036544074e-17,0.9789829318695907,0.0,0.24472126965910498
0.3801364222751791,0.3811626974053955,0.38094597179521533,0.001534138520333223,0.7556344388878041
0.3811155502918463,0.37798325822768886,0.7573628502342536,0.38139421178743294,0.0
4.092122206471511e-17,0.668294272164122,0.0,0.33361951545619645,0.6677570017615481
4.210992005043628e-08,0.3010107511798753,0.9056107351212138,0.0,0.30205875741312566
