f1,f2,f3,f4,f5
0.8362288210599983,0.8362288210599983,2.5037210223168684,0.8991750157010666,5.0067158977938915
1.1174133289023027,0.8406398406409749,1.4146518204089467,1.5205309277246006,1.8334014537154597
0.8569297681503362,1.2682012667764617,1.4519882355774634,1.0697751586852493,4.387114038212065
0.9804136240766074,1.6252726264655482,0.9463129317647918,0.9256349208226508,3.1745731146011966
1.0206036916567587,1.062846773625814,1.077114543315904,1.2337787613991815,3.811429585873158
1.0541878732400678,1.0153915816349817,0.9472684260970369,1.2015123475116376,4.350186101343279
1.4353501014332388,0.8689315287105291,0.916254245467029,1.0720095539587482,3.4350125858628853
1.039299007623432,1.0438181878597492,0.940690070775835,1.4062041799331264,4.2235039373054075
1.0652168704076503,0.932125381536109,1.1414930585819563,1.4191384737369521,3.6304632299801707
1.0726831168820024,1.0802055946381943,1.051643723936282,0.9300185489490764,3.7173726732448436
0.9618485263311758,0.8834053842009578,1.351554381049104,1.2587958091135327,4.389231354703969
1.1426648925636858,0.8987046567675927,1.1454082929148732,1.410475313717154,3.9990559934237355
1.0728248450598228,1.1297817659739553,1.2988503106961913,1.4258643432589704,1.8423378006910442
0.9353938728340802,0.87302857478819,1.0312534158918454,2.0760123131782064,3.9721948262963753
0.9912054176420112,0.8525904537288916,2.6118904328194477,0.8353625982601542,2.056755204045248
0.9467691641653623,0.8740450120318913,1.402225481749922,1.5769703663938248,4.2574581292021225
1.0872704902913823,0.917456718430626,0.9472174836643112,1.3993647857147895,4.508997637493367
1.212134079824078,0.9887041634736199,1.2401049469849879,1.260653336979923,2.705955777333603
1.0970496381982184,1.5091098273405135,1.2585552346230668,1.1722135863097525,0.9177777934304479
0.8304338599133707,0.8304338599133707,2.135683116373664,1.0249368796440388,5.065024700056033
0.8994168005404963,1.3046513959953994,1.1674445558129656,1.752096643404649,2.502869303346941
1.0447158578969504,1.1544078394360378,1.372142783272219,1.2223626249875035,2.3065355052287644
1.0908458750338264,1.0501749162281613,0.9773224468268882,1.158998175601844,4.3782685380204125
1.0498793155227835,0.9504094799246069,2.0953251260226144,1.3098627668882483,0.8976185818247542
1.2011534054105943,0.90823064482419,0.9538525856439408,1.3523862664856732,3.9726325209869118
1.2794814303000255,0.988382533134868,1.2384256981502293,1.0037337251276721,2.893255130273827
0.8692893521501857,1.2898563020725273,1.1535435524901219,1.4146906464578441,4.409812648500084
1.2586127023489857,1.3788126537089425,1.1878566657859695,0.9134727859605758,1.4743171855242672
1.3236641628452854,1.4089635158817948,0.9800665292720232,0.8792027598514707,1.0934350413971188
1.3862239066840012,1.1139243724384194,1.2009204896544943,1.0618936279985833,1.0346994907543254
0.9905285308066039,1.3771189325294642,1.7082700413581768,0.9313334755771631,2.0572241855822653
1.2817035619356076,1.1169465554977516,1.2062318976602753,1.0669987728812036,1.6627125270647274
1.2943650201157075,1.3248335984149189,1.0106191253882084,1.2693931826050813,0.9455469529678464
0.8421957109395601,1.8885024229742913,1.173195141333594,1.69796359374075,1.0594084464678053
0.9890369497397233,1.6839109198018596,1.278961250274581,1.116082969946417,1.245180618699213
1.200381138952754,1.3444542388670717,1.1220774688194666,1.1109419165559238,1.6671641330140181
1.265376928792593,1.199415613116429,1.0796455794389015,1.399341914546058,0.9330573940682843
1.1358766936266316,1.1447837863611898,1.1371513074383428,1.1564371932649937,2.8919993427686324
1.2142509356129898,1.0022182323491002,0.9758935386287215,1.6238201827319774,2.632123544015349
1.391163648795383,1.031315598704009,0.9273984291994095,1.5334266954045885,1.1593337069069944
1.4967552503832746,0.8832180413063337,0.8905477962520059,1.7489931462502444,0.9395416039766173
1.2724835839278257,1.3279466422513186,1.2574640333031681,0.9455328867293256,1.245445520085219
0.9883684395342138,0.9542817838979862,2.5440358646711783,0.8488847319666654,1.5640162849689985
1.3170044456820595,1.1152524951586382,1.2003403538084063,1.1304357889735797,1.8252611786250503
1.1034184730486842,1.5802409406414824,1.2698501941390714,0.9207899410735662,1.0565328980827078
0.9794019991498696,1.119791632993135,1.9564518601345973,1.2386070228494988,1.715527061717181
0.8448276242908423,0.8448276242908423,2.0853818715845485,1.25042484850748,4.8456285095721405
1.2787880493727697,1.0855598686982095,1.0765629846261948,0.9249702873013892,3.162981885580894
1.3852596170210647,1.4110214781011101,0.9246145915378146,1.169241059418136,1.3034684624090054
